zid,name,tags,website,physical_address,phone,opening_hours,country_code,longitude,latitude,gisprecision,correctly_placed,created_at,updated_at,updated_by,facebook_page,categories,region_1,region_2,region_3
1212564,Looksmart Alterations Manukau City,"Clothing alterations and repairs. Tailor, Bridal Alterations, Pants Shortening, Take In Waist, Resize, Restyle, Suit Alterations. Dry Cleaner.",https://www.looksmartalterations.com.au/,"Shop S241, Westfield Manukau City, Cnr Great South and Wiri Station Road, Manukau City",09 263 5716,"Mon-Tue-Wed-Fri 9am-6pm, Thu 9am-9pm, Sat 9am-5.30pm, Sun 10am-6pm",NZ,174.881225,-36.991294,manual,1,2014-12-22T04:00:38Z,2016-05-10T05:47:38Z,Looksmart_Alterations,https://www.facebook.com/LookSmartAlterations,ClothingStore DryCleaningOrLaundry,Auckland,Auckland,Manukau
1214754,Maxwell's Drycleaning Edgeware,"Drycleaning, pressing, repairs and shirt service, alterations, wedding gowns & balls, drapes, curtains & blinds, dyeing, flood & fire damage, watch repairs",http://www.maxwellsdrycleaning.co.nz/,"1027 Colombo Street, Edgeware, Christchurch 8014",03 379 7435,"Mon-Fri 7.30am-5.30pm, Sat 9am-12am",NZ,172.636314,-43.515499,ROOFTOP,1,2015-02-04T03:30:54Z,2015-02-04T03:30:54Z,zenbu_out010,https://www.facebook.com/maxwellsdrycleaningchch,DryCleaningOrLaundry,Canterbury,Christchurch,Saint Albans
1214755,Maxwell's Drycleaning Barrington,"Drycleaning, pressing, repairs and shirt service, alterations, wedding gowns & balls, drapes, curtains & blinds, dyeing, flood & fire damage, watch repairs",http://www.maxwellsdrycleaning.co.nz/,"Shop 32b Barrington Mall, 256 Barrington Street, Spreydon, Christchurch 8024",03 337 9412,"Mon-Tue-Wed 8am-5.30pm, Thu-Fri 8am-6pm, Sat 10am-1pm",NZ,172.61997,-43.55665,manual,1,2015-02-04T03:34:05Z,2015-02-04T03:34:05Z,zenbu_out010,https://www.facebook.com/maxwellsdrycleaningchch,DryCleaningOrLaundry,Canterbury,Christchurch,Spreydon
1214756,Maxwell's Drycleaning Merivale,"Drycleaning, pressing, repairs and shirt service, alterations, wedding gowns & balls, drapes, curtains & blinds, dyeing, flood & fire damage, watch repairs",http://www.maxwellsdrycleaning.co.nz/,"Shop 35, Merivale Mall, 189 Papanui Road, Merivale, Christchurch",03 355 5490,"Mon-Tue-Wed 8am-5.30pm, Thu-Fri 8am-6pm, Sat 10am-1pm",NZ,172.621248,-43.51247,ROOFTOP,1,2015-02-04T03:35:57Z,2015-03-13T01:25:18Z,zenbu_out010,https://www.facebook.com/maxwellsdrycleaningchch,DryCleaningOrLaundry,Canterbury,Christchurch,Merivale
1214757,Maxwell's Drycleaning Fendalton,"Drycleaning, pressing, repairs and shirt service, alterations, wedding gowns & balls, drapes, curtains & blinds, dyeing, flood & fire damage, watch repairs",http://www.maxwellsdrycleaning.co.nz/,"Shop 5, Fendalton Mall, 19-23 Memorial Avenue, Fendalton, Christchurch 8053",03 351 5056,"Mon-Fri 8am-5.30pm, Sat 10am-1pm",NZ,172.588403,-43.517685,ROOFTOP,1,2015-02-04T03:37:54Z,2015-04-09T08:31:29Z,zenbu_out010,https://www.facebook.com/maxwellsdrycleaningchch,DryCleaningOrLaundry,Canterbury,Christchurch,Ilam
1214758,Maxwell's Drycleaning Birmingham Drive,"Drycleaning, pressing, repairs and shirt service, alterations, wedding gowns & balls, drapes, curtains & blinds, dyeing, flood & fire damage, watch repairs",http://www.maxwellsdrycleaning.co.nz/,"20 Birmingham Drive, Middleton, Christchurch",03 366 0082,Mon-Fri 7.30am-5.30pm,NZ,172.590159,-43.543339,ROOFTOP,1,2015-02-04T03:39:30Z,2015-02-04T03:39:30Z,zenbu_out010,https://www.facebook.com/maxwellsdrycleaningchch,DryCleaningOrLaundry,Canterbury,Christchurch,Middleton
1215604,Quick Fit Alterations,"Clothing Alterations & Repairs, Dry cleaning agent","","Level 1, Store 220, Westfield Riccarton, 129 Riccarton Rd, Riccarton, Christchurch",03 348 4924,"",NZ,172.597555,-43.53006,manual,1,2015-02-26T21:46:40Z,2015-02-26T21:46:40Z,zenbu_out010,"",LocalBusiness DryCleaningOrLaundry,Canterbury,Christchurch,Riccarton
1215865,NZ Drycleaners New Lynn,"Premier Dry Cleaning, duvet & furnishings, repairs & alterations, bridal, launder, press, blanket",http://www.nzdrycleaners.co.nz/,"Shop 305, LynnMall, 3058 Great North Road, New Lynn, Auckland",09 827 2849,"",NZ,174.685209,-36.90786,ROOFTOP,1,2015-03-09T04:58:22Z,2015-03-09T04:58:22Z,zenbu_out010,"",DryCleaningOrLaundry,Auckland,Auckland,New Lynn
1216024,Starchi & Starchi Drycleanables,Drycleaning services,"","Shop 18, Highland Park Shopping Centre, 505 Pakuranga Road, Highland Park, Auckland",09 535 5760,"",NZ,174.907682,-36.898547,ROOFTOP,1,2015-03-12T04:41:57Z,2015-03-12T04:41:57Z,zenbu_out010,"",DryCleaningOrLaundry,Auckland,Auckland,Highland Park
1216179,Manurewa Drycleaners,"Drycleaning, repairs and alterations, wedding dresses, duvets, bed covers, sheep skins","","Shop 25, Southmall, 185 Great South Road, Manurewa, Auckland 2102",09 268 2688,"",NZ,174.896576,-37.022444,ROOFTOP,1,2015-03-17T22:21:37Z,2015-03-17T22:21:37Z,zenbu_out010,"",DryCleaningOrLaundry,Auckland,Auckland,Manurewa
1216298,Ceda Drycleaners Westgate,"Drycleaners, Garment Laundering service, Shirt Laundering service, Hotel Same Day Valet service, Repairs and Alterations, Suedes, leathers and furs, Press Only service, Wedding Dresses expertly cleaned and preserved",http://www.cedadrycleaners.co.nz/,"Westgate Shopping Centre, 1 Fernhill Drive, Massey, Auckland 0614",09 831 0297,"",NZ,174.611408,-36.82068,manual,1,2015-03-19T21:51:59Z,2015-03-19T21:51:59Z,zenbu_out010,https://www.facebook.com/pages/Ceda-Drycleaners/561858313899123,DryCleaningOrLaundry,Auckland,Auckland,Westgate
1216299,Ceda Drycleaners Mangere,"Drycleaners, Garment Laundering service, Shirt Laundering service, Hotel Same Day Valet service, Repairs and Alterations, Suedes, leathers and furs, Press Only service, Wedding Dresses expertly cleaned and preserved",http://www.cedadrycleaners.co.nz/,"Shop 9, Mangere Town Centre, 93 Bader Drive, Mangere, Auckland",09 275 9557,"",NZ,174.798928,-36.969008,ROOFTOP,1,2015-03-19T21:54:42Z,2015-04-10T01:04:41Z,zenbu_out010,https://www.facebook.com/pages/Ceda-Drycleaners/561858313899123,DryCleaningOrLaundry,Auckland,Auckland,Mangere
1216300,Ceda Drycleaners Mangere Bridge,"Drycleaners, Garment Laundering service, Shirt Laundering service, Hotel Same Day Valet service, Repairs and Alterations, Suedes, leathers and furs, Press Only service, Wedding Dresses expertly cleaned and preserved",http://www.cedadrycleaners.co.nz/,"43a Hastie Ave, Mangere Bridge, Auckland",09 634 1457,"",NZ,174.794031,-36.944892,ROOFTOP,1,2015-03-19T22:01:28Z,2015-03-19T22:01:28Z,zenbu_out010,https://www.facebook.com/pages/Ceda-Drycleaners/561858313899123,DryCleaningOrLaundry,Auckland,Auckland,Mangere Bridge
1216378,Laundry Plus,"Laundry Services, Self service, Full service, Pick up and delivery services, Coin operated machines, Dry cleaning, Ironing, Alteration",http://www.laundryplus.co.nz/,"Shop 27A1, Royal Oak Shopping Mall, 691 Manukau Road, Royal Oak, Auckland",09 624 4540,"",NZ,174.774819,-36.910478,ROOFTOP,1,2015-03-23T08:48:17Z,2015-03-23T08:48:17Z,zenbu_out010,https://www.facebook.com/laundryplusRoyalOak,DryCleaningOrLaundry,Auckland,Auckland,Royal Oak
1216380,Royal Oak Alterations & Dry Cleaners,"Clothing Alterations & Repairs, Dry cleaning, Re-modelling clothes, Curtain alterations, Bridal alterations, Furnishings",http://www.royaloakalterations.co.nz/,"Shop 23B, Royal Oak Shopping Mall, 691 Manukau Road, Royal Oak, Auckland",09 624 0023,"Mon-Tue-Wed-Fri 9am-6pm, Thu 9am-8pm, Sat 9am-5.30pm, Sun 10am-4pm",NZ,174.774819,-36.910478,ROOFTOP,1,2015-03-23T09:08:12Z,2015-03-23T09:08:12Z,zenbu_out010,https://www.facebook.com/ROlAlterations,DryCleaningOrLaundry,Auckland,Auckland,Royal Oak
1216445,Laundry Express,Laundry services,"","3 Norman King Square, Northcote Shopping Centre, Raleigh Road, Northcote, Auckland",09 480 0752,"",NZ,174.744003,-36.802709,manual,1,2015-03-24T21:52:49Z,2015-03-24T21:52:49Z,zenbu_out010,"",DryCleaningOrLaundry,Auckland,Auckland,Northcote
1216561,NZ Drycleaners Johnsonville,"Premier Dry Cleaning, duvet & furnishings, repairs & alterations, bridal, launder, press, blanket",http://www.nzdrycleaners.co.nz/,"Shop 01, Johnsonville Shopping Centre, 32 Johnsonville Road, Johnsonville, Wellington",04 478 5920,"",NZ,174.807019,-41.222971,manual,1,2015-03-26T22:44:50Z,2015-03-26T23:53:14Z,zenbu_out010,"",DryCleaningOrLaundry,Wellington,Wellington,Johnsonville
1216708,Auckland Clothing Alterations,"Clothing Alterations & Repairs, Dry cleaning","","Level 2, Shop 905, Atrium on Elliott, 21-25 Elliott Street, Auckland",09 309 0840,"",NZ,174.763712,-36.849904,ROOFTOP,1,2015-03-31T06:50:29Z,2015-03-31T06:50:29Z,zenbu_out010,"",ProfessionalService DryCleaningOrLaundry,Auckland,Auckland,Auckland Central
1216763,Botany Junction Dry clean,Drycleaners,http://botanyjunctiondryclean.wooh.nz,"Unit 24A, Botany Junction, 123 Ormiston Road, Flat Bush, Auckland",09 2799488,7.30 am to 6.00pm monday to friday- sat 9 am to 4pm,NZ,174.902966,-36.964343,ROOFTOP,1,2015-04-01T08:45:17Z,2015-11-13T11:22:24Z,kimhuynh,"",DryCleaningOrLaundry,Auckland,Auckland,Flat Bush
1216931,Christchurch Cleaning Service,cleaning services Christchurch Professional cleaning services carpet cleaning Christchurch window cleaning Christchurch commercial and domestic cleaning cleaning services,http://christchurchcleaning.co.nz/,Christchurch,0800-700-606,"",NZ,172.636225,-43.532054,APPROXIMATE,2,2015-04-07T07:24:40Z,2015-04-07T07:24:40Z,jackey06,"",DryCleaningOrLaundry,Canterbury,Christchurch,Christchurch Central
1217074,Laundry Doctor,Laundry services,"","Mangere Town Centre, 93 Bader Drive, Mangere",09 275 3076,"",NZ,174.798874,-36.969607,manual,1,2015-04-10T01:11:31Z,2015-04-10T01:11:31Z,zenbu_out010,"",DryCleaningOrLaundry,Auckland,Auckland,Mangere
1217075,Mangere Laundrette,Laundry services,"","Mangere Town Centre, 93 Bader Drive, Mangere",09 275 4952,"",NZ,174.79888,-36.969608,manual,1,2015-04-10T01:15:48Z,2015-04-10T01:15:48Z,zenbu_out010,"",DryCleaningOrLaundry,Auckland,Auckland,Mangere
1217153,The Laundry Station,Drycleaners & Laundry Services,"","Shop 27, Royal Heights Shopping Centre, 138 Royal Road, Massey, Auckland",09 833 8810,"",NZ,174.623071,-36.832863,ROOFTOP,1,2015-04-14T11:44:00Z,2015-04-14T11:44:00Z,zenbu_out010,"",DryCleaningOrLaundry,Auckland,Auckland,Massey
1219497,Clearview Property Care,Could you use a helping hand this year? Clearview Property Care Ltd. provides services that can keep up with a number of household tasks.,http://www.clearviewnz.co.nz/,Wellington,0800-422-444,"",NZ,0.0,0.0,,3,2015-07-14T06:27:41Z,2015-07-14T06:27:41Z,Mik845hrt,"",DryCleaningOrLaundry,,,
1220774,Stoddard Road Laundry,Coin-op Laundry,http://www.stoddardroadlaundry.co.nz/,"220 Stoddard Road, Mount Roskill",(09) 629 5117,7:30 am - 8:30 pm,NZ,0.0,0.0,,3,2015-08-05T06:01:45Z,2015-08-05T06:01:45Z,Stoddard,"",DryCleaningOrLaundry,,,
1229194,Cleaning Approval,"bond cleaning auckland carpet cleaning auckland carpet cleaning east auckland carpet cleaning west auckland,",http://cleaningapproval.co.nz/,Auckland,0508-253-267,"",NZ,174.763332,-36.84846,APPROXIMATE,2,2015-11-11T06:21:31Z,2015-11-11T06:21:31Z,wmegroup6,"",DryCleaningOrLaundry,Auckland,Auckland,Auckland Central
1229206,Mason Cleaning Service,bach cleaners best cleaning company taupo commercial cleaner taupo commercial cleaners taupo,http://www.masoncleaningservicestaupo.co.nz/,Tauhara,0214-951-42,"",NZ,176.108012,-38.683901,APPROXIMATE,2,2015-11-11T07:07:46Z,2015-11-11T07:07:46Z,wmegroup6,"",DryCleaningOrLaundry,Waikato,Taupo,Tauhara
1229253,easy lifestyle,"Hassle free Laundry, Ironing & Dry Cleaning. Free door to door service",http://easylifestyle.co.nz/,"Grafton, 1023, Auckland","",24/7 for online orders. Deliviers daytime or evening,NZ,0.0,0.0,,3,2015-11-12T23:15:04Z,2015-11-12T23:15:21Z,easylifestyle,https://www.facebook.com/easylifestylenz/,DryCleaningOrLaundry,,,
1234941,Carpet Cleaning Force,Carpet Cleaning,http://www.carpetcleaning.org.nz/,11 Richard Farrell Avenue Remuera Auckland,021-877-504,9am-5pm,NZ,174.810777,-36.885611,ROOFTOP,1,2016-01-15T04:57:21Z,2016-01-15T04:57:21Z,CarpetCleaningForce,"",DryCleaningOrLaundry,Auckland,Auckland,Remuera
1235224,Debras Carpet Cleaning,"Debras Carpet Cleaning Wellington - Debras Carpet Cleaning provides professional carpet cleaning, carpet repairs & upholstery cleaning for homes & businesses in the Greater Wellington area.",https://www.debrascarpetcleaning.co.nz/,"36 Kowhai ST, Wainuiomata Lower Hutt 5014",04 9701302,"",NZ,174.927634,-41.258314,ROOFTOP,1,2016-01-21T07:09:54Z,2018-07-26T09:27:37Z,debrascarpet,"",DryCleaningOrLaundry,Wellington,Lower Hutt,Wainuiomata
1237168,Arrow Matting (Arrow Hygiene),Arrow Matting (Arrow Hygiene) source a wide range of cleaning equipment and accessories from all major importers in New Zealand. Receive below retail prices and a great degree of personal attention when you order your cleaning supplies with us.,http://www.arrowhygiene.co.nz,22 Cornish Street Petone 5012,04 5895889,"",NZ,174.860733,-41.222044,ROOFTOP,1,2016-02-16T03:45:50Z,2018-07-27T07:18:48Z,arrowmatting,"",DryCleaningOrLaundry,Wellington,Lower Hutt,Korokoro
1240753,Orderly Laundry & Ironing Service,"Smart way to manage your laundry & house cleaning on the go - We pickup, wash, iron and deliver at your home or office.",http://orderly.co.nz,Auckland,027 696 7337,Online Laundry Service,NZ,174.763332,-36.84846,APPROXIMATE,2,2016-07-23T23:18:46Z,2016-07-23T23:18:46Z,orderly,https://www.facebook.com/OrderlyNZ,DryCleaningOrLaundry,Auckland,Auckland,Auckland Central
1243933,Double Bubble Laundromat,Self Service Laundromat,http://www.doublebubble.co.nz,Dinsdale,3204,6.00 am - 10.00 pm,NZ,0.0,0.0,,3,2017-06-19T19:56:55Z,2017-06-19T19:56:55Z,Sanjay,"",DryCleaningOrLaundry,,,
1244316,Elite Carpet Cleaning,Elite Carpet Cleaning provide professional carpet cleaning and flood restoration services for residential and commercial properties across the Auckland region.,http://www.getelite.co.nz/,"PO Box 144, Albany Village, Auckland 0755",0800 438 354,"",NZ,174.695762,-36.725192,ROOFTOP,1,2017-07-20T07:27:27Z,2017-07-20T07:27:27Z,elitecarpet,"",DryCleaningOrLaundry,Auckland,Auckland,Albany
1245956,Top Star Cleaning - Wellington,Top Star Cleaning is committed to providing cleaning services in the Wellington area that are both high quality and affordable. We have a dedicated and professional team and we are committed to delivering excellent levels of customer service. Getting clea,http://topstar.co.nz/,"15 Nicholson Avenue, Papatoetoe, Auckland, 2025",064 439 10040,9am to 5pm,NZ,174.871421,-36.976262,ROOFTOP,1,2017-11-30T11:41:25Z,2017-11-30T11:43:33Z,tops3657,https://www.facebook.com/topstarclean,DryCleaningOrLaundry,Auckland,Auckland,Papatoetoe
1247399,The Upholstery Cleaning Auckland Co,"North Shore, Curtain, Furniture, Upholstery Cleaning Auckland, upholstery cleaning",http://upholsterycleaning.co.nz/,41 Shortland Street Auckland 1010,09 376-7007,"",NZ,174.767894,-36.847265,ROOFTOP,1,2018-03-14T13:16:28Z,2018-03-14T13:16:28Z,nzupholsterynz,"",DryCleaningOrLaundry,Auckland,Auckland,Auckland Central
1247412,The Flood Auckland Co,"Flood Restoration, Carpet Dryers Auckland, Carpet Drying Auckland, carpet drying, flood restoration",http://www.floodauckland.co.nz/,"North Shore, Hauraki, Auckland 0622",09 489 5599,Mon-Fri: 8AM - 6PM - Sat: 8AM - 4PM - Sun: Closed,NZ,0.0,0.0,,3,2018-03-15T07:18:45Z,2018-03-15T07:18:52Z,floodaucklandnz,"",DryCleaningOrLaundry,,,
1247418,Drying Carpet,"",http://www.flood.org.nz/,"West Tamaki Road, St Heliers, Auckland 1072",09 837 4545,Mon-Fri: 8AM - 6PM - Sat: 8AM - 4PM - Sun: Closed,NZ,0.0,0.0,,3,2018-03-15T18:05:27Z,2018-03-15T18:05:27Z,floodaucklandnz,"",DryCleaningOrLaundry,,,
1248558,The Laundry Room Palmerston North,Self-Service Laundromat,https://thelaundryroom.co.nz,"95 Albert Street, Palmerston North","",5am - 11pm,NZ,175.623986,-40.349429,ROOFTOP,1,2018-05-29T21:08:24Z,2018-05-29T21:08:24Z,dmanville,"",DryCleaningOrLaundry,Manawatu-Wanganui,Palmerston North,Palmerston North
1249590,Carpet Surgeon,"Carpet Surgeon provides expert carpet cleaning and repairs in the Auckland region. Our technicians have over thirty years of experience in carpet cleaning, and all our work is 100% guaranteed.",http://www.carpetcleanerauckland.net.nz,"1 Ferryhill Rd, Epsom, Auckland 1023",0508 787 4366,"8am - 5pm, Mon- Sat",NZ,174.763242,-36.891005,ROOFTOP,1,2018-08-22T04:39:22Z,2018-08-22T04:39:22Z,carpetsurgeons,"",DryCleaningOrLaundry,Auckland,Auckland,Epsom
1249706,Tumble Laundromat Tauranga,Self-Service Laundromat located in Tauranga Central. Open 7 days from 6am - 10pm.,https://tumbleit.co.nz,"184 Cameron Road, Tauranga",07 576 6110,6am - 10pm,NZ,176.1659,-37.685532,ROOFTOP,1,2018-08-30T21:25:28Z,2018-08-30T21:25:28Z,dmanville,"",DryCleaningOrLaundry,Bay of Plenty,Tauranga,Tauranga
1250030,Prime Commercial Cleaning,"We're one of the fastest growing commercial cleaning companies in Auckland. Despite being relative newcomers to the market, we credit our success to our strong work ethic and communication. Our certified, experienced cleaners ensure that their results are",https://www.primecleaning.co.nz,"Level 33, 23-29 Albert Street Auckland CBD Auckland 1010",+6421896184,"",NZ,174.764358,-36.845639,ROOFTOP,1,2018-09-21T11:07:48Z,2018-09-21T11:08:22Z,primecleaning,https://www.facebook.com/Prime-Cleaning-889389141115484,DryCleaningOrLaundry,Auckland,Auckland,Auckland Central
1253005,Excel Cleaning,"We are New Zealandâ€™s number one choice for post construction cleaning, with plenty of experience in cleaning up commercial and residential building projects. At Excel Cleaning, we strictly adhere to a standard operating procedure but our cleaning services",http://excelcleaning.co.nz/,"32 Burns Street, Tauranga, Bay of Plenty, 3110",0800 392 352,Mon to Sun 08:00 AM to 06:00 PM,NZ,176.136243,-37.718831,ROOFTOP,1,2019-03-14T09:39:30Z,2019-03-14T09:39:30Z,ExcelCleaning,"",DryCleaningOrLaundry,Bay of Plenty,Tauranga,Gate Pa
1267498,Authentic Lifestyle Products,Manufacturers of traditional pulley-operated ceiling mounted Clothes Airers. Dry your washing the fast and easy with an original Victorian style drying rack.,https://www.lifestyleproducts.co.nz,341D Flaxton Road Rangiora 7400,0800 75 49 86,"",NZ,0.0,0.0,,3,2019-06-06T05:44:37Z,2019-06-06T05:44:37Z,ALifestyleP,"",DryCleaningOrLaundry,,,
1273577,Carpet Cleaning North Shore Auckland,"carpet cleaning north shore, north shore carpet cleaning, carpet cleaner north shore, carpet cleaning Albany",https://www.carpetcleaningnorthshoreauckland.info,"37A Camrose Pl Glenfield, Auckland 0629",09-884 6596,7am-7pm (7 days),NZ,174.718443,-36.775866,ROOFTOP,1,2019-08-21T14:59:13Z,2019-08-21T14:59:13Z,HeribertoMitton,"",DryCleaningOrLaundry,Auckland,Auckland,Glenfield
1274149,"Premium Clean, Inc.",We are New Zealand's most reliable and trusted provider. We have years of experience in this industry and been serving more than 5 years with changing the way of cleaning industry by using innovation through our app. transparent & fixed price,https://www.premiumclean.co.nz/,"2/2 Kingsland Terrace, Kingsland, Auckland, 1021",(+64) 21 113 3501,Monday to Sunday (7:30 am to 8:00 pm),NZ,174.74538,-36.870631,ROOFTOP,1,2019-09-14T11:17:58Z,2019-09-14T11:17:58Z,premiumclean,https://www.facebook.com/pg/premiumcleanersnz,DryCleaningOrLaundry,Auckland,Auckland,Kingsland
1274152,Urban Care,"Urban Care is a smart and easy-to-use platform that connects people looking for household services with trusted and reliable experts. Our website and mobile application are easy to use, and you can schedule a professional nanny, caregiver",https://www.urbancare.co.nz/,"2a/2 Kingsland Terrace, Kingsland, Auckland, 1021",+64 9-217 1471,"",NZ,174.74538,-36.870631,ROOFTOP,1,2019-09-14T12:06:15Z,2019-09-14T12:06:15Z,premiumclean,https://www.facebook.com/pg/urbancarenz,DryCleaningOrLaundry,Auckland,Auckland,Kingsland
1274999,Flood Restoration Auckland,Flood Restoration Auckland 24/7,https://floodrestorationauckland.co.nz/,"369 Great North Road, Henderson",+64800437969,24/7,NZ,0.0,0.0,,3,2019-10-16T15:27:02Z,2019-10-16T15:27:02Z,floodrestoration1,"",DryCleaningOrLaundry,,,
1276026,iDry Restorations,iDry provides high-quality restoration services,https://idryrestorations.co.nz,"8/251 Lincoln Rd, Henderson, Auckland",0800 437 969,24/7,NZ,0.0,0.0,,3,2019-11-27T16:59:33Z,2019-11-27T16:59:33Z,iDryRestorations,"",DryCleaningOrLaundry,,,
1277660,Hygiene House,"Hygiene House is your one-stop-shop for all your hygiene needs, with years of experience and expertise in education and hospitality.",https://www.hygienehouse.co.nz/,38A Greenmount Drive East Tamaki Auckland 2013,(09) 273 1224,"",NZ,174.900649,-36.933037,ROOFTOP,1,2020-01-28T07:47:31Z,2020-01-28T07:54:15Z,hygienehouse,"",DryCleaningOrLaundry,Auckland,Auckland,East Tamaki
1277793,Carpet Cleaning Auckland Pros,"carpet cleaning auckland, carpet cleaners auckland, auckland carpet cleaning, carpet cleaning services auckland, commercial carpet cleaning.",https://www.carpetcleaningaucklandnz.info/,"Suite 9911/17B Farnham Street Parnell, Auckland 1052",09-886 5999,7am-7pm (7days),NZ,0.0,0.0,,3,2020-02-01T08:28:03Z,2020-02-01T08:28:03Z,Carpetcleaning11,"",DryCleaningOrLaundry,,,
